Kode Produk,Tanggal,Jumlah,Lag_1,Lag_2,Lag_3,Lag_4,Rolling_Mean_2,Rolling_Mean_4,Rolling_Std_4,Bulan,Pekan_Ke,Rata_Historis_SKU,Is_Ramadan
ASF-0118,2025-11-18,1.0,0.0,3.0,1.0,1.0,1.5,1.25,1.2583057392117916,11,47,1.121212121212121,0
ASF-0118,2025-11-25,1.0,1.0,0.0,3.0,1.0,0.5,1.25,1.2583057392117916,11,48,1.1176470588235294,0
ASF-0118,2025-12-02,1.0,1.0,1.0,0.0,3.0,1.0,1.25,1.2583057392117916,12,49,1.1142857142857143,0
ASF-0118,2025-12-09,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.4999999999999998,12,50,1.1111111111111112,0
ASF-0118,2025-12-16,0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.5,12,51,1.0810810810810811,0
ASF-0118,2025-12-23,3.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5773502691896257,12,52,1.0526315789473684,0
ASF-0118,2025-12-30,5.0,3.0,0.0,0.0,1.0,1.5,1.0,1.4142135623730951,12,1,1.1025641025641026,0
ASF-0118,2026-01-06,4.0,5.0,3.0,0.0,0.0,4.0,2.0,2.449489742783178,1,2,1.2,0
ASF-0118,2026-01-13,0.0,4.0,5.0,3.0,0.0,4.25,3.0,2.160246899469287,1,3,1.2682926829268293,0
ASF-0118,2026-01-20,0.0,0.0,4.0,5.0,3.0,2.0,3.0,2.160246899469287,1,4,1.2380952380952381,0
ASF-0118,2026-01-27,2.0,0.0,0.0,4.0,5.0,0.0,2.25,2.6299556396765835,1,5,1.2093023255813953,0
ASF-0118,2026-02-03,1.0,2.0,0.0,0.0,4.0,1.0,1.5,1.9148542155126764,2,6,1.2272727272727273,0
ASF-0118,2026-02-10,3.0,1.0,2.0,0.0,0.0,1.5,0.75,0.9574271077563383,2,7,1.2222222222222223,0
ASF-0118,2026-02-17,1.0,3.0,1.0,2.0,0.0,2.0,1.5,1.2909944487358058,2,8,1.2608695652173914,0
ASF-0118,2026-02-24,3.0,1.0,3.0,1.0,2.0,2.0,1.75,0.9574271077563384,2,9,1.2553191489361701,0
ASF-0118,2026-03-03,0.0,3.0,1.0,3.0,1.0,2.0,2.0,1.1547005383792517,3,10,1.2916666666666667,0
ASF-0118,2026-03-10,0.0,0.0,3.0,1.0,3.0,1.5,1.75,1.5000000000000002,3,11,1.2653061224489797,1
ASF-0118,2026-03-17,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.4142135623730951,3,12,1.24,1
ASF-0118,2026-03-24,4.0,2.0,0.0,0.0,3.0,1.0,1.25,1.5000000000000002,3,13,1.2549019607843137,1
ASF-0118,2026-03-31,1.0,4.0,2.0,0.0,0.0,3.0,1.5,1.9148542155126762,3,14,1.3076923076923077,1
ASF-0118,2026-04-07,0.0,1.0,4.0,2.0,0.0,2.5,1.75,1.707825127659933,4,15,1.3018867924528301,1
ASF-0118,2026-04-14,2.0,0.0,1.0,4.0,2.0,0.5,1.75,1.707825127659933,4,16,1.2777777777777777,0
ASF-0118,2026-04-21,2.0,2.0,0.0,1.0,4.0,1.0,1.75,1.707825127659933,4,17,1.290909090909091,0
ASF-0118,2026-04-28,2.0,2.0,2.0,0.0,1.0,2.0,1.25,0.9574271077563381,4,18,1.3035714285714286,0
ASF-0157,2025-04-29,2.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5773502691896257,4,18,0.5,0
ASF-0157,2025-05-06,0.0,2.0,0.0,0.0,1.0,1.0,0.75,0.9574271077563381,5,19,0.8,0
ASF-0157,2025-05-13,1.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,5,20,0.6666666666666666,0
ASF-0157,2025-05-20,2.0,1.0,0.0,2.0,0.0,0.5,0.75,0.9574271077563381,5,21,0.7142857142857143,0
ASF-0157,2025-05-27,0.0,2.0,1.0,0.0,2.0,1.5,1.25,0.9574271077563381,5,22,0.875,0
ASF-0157,2025-06-03,0.0,0.0,2.0,1.0,0.0,1.0,0.75,0.9574271077563381,6,23,0.7777777777777778,0
ASF-0157,2025-06-10,2.0,0.0,0.0,2.0,1.0,0.0,0.75,0.9574271077563381,6,24,0.7,0
ASF-0157,2025-06-17,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.1547005383792515,6,25,0.8181818181818182,0
ASF-0157,2025-06-24,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.1547005383792515,6,26,0.9166666666666666,0
ASF-0157,2025-07-01,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.1547005383792515,7,27,0.8461538461538461,0
ASF-0157,2025-07-08,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.1547005383792515,7,28,0.7857142857142857,0
ASF-0157,2025-07-15,2.0,1.0,0.0,0.0,2.0,0.5,0.75,0.9574271077563382,7,29,0.8,0
ASF-0157,2025-07-22,0.0,2.0,1.0,0.0,0.0,1.5,0.75,0.9574271077563382,7,30,0.875,0
ASF-0157,2025-07-29,1.0,0.0,2.0,1.0,0.0,1.0,0.75,0.9574271077563382,7,31,0.8235294117647058,0
ASF-0157,2025-08-05,2.0,1.0,0.0,2.0,1.0,0.5,1.0,0.8164965809277261,8,32,0.8333333333333334,0
ASF-0157,2025-08-12,2.0,2.0,1.0,0.0,2.0,1.5,1.25,0.9574271077563382,8,33,0.8947368421052632,0
ASF-0157,2025-08-19,2.0,2.0,2.0,1.0,0.0,2.0,1.25,0.9574271077563382,8,34,0.95,0
ASF-0157,2025-08-26,0.0,2.0,2.0,2.0,1.0,2.0,1.75,0.5,8,35,1.0,0
ASF-0157,2025-09-02,0.0,0.0,2.0,2.0,2.0,1.0,1.5,1.0,9,36,0.9545454545454546,0
ASF-0157,2025-09-09,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.1547005383792515,9,37,0.9130434782608695,0
ASF-0157,2025-09-16,0.0,0.0,0.0,0.0,2.0,0.0,0.5,1.0,9,38,0.875,0
ASF-0157,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,39,0.84,0
ASF-0157,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,40,0.8076923076923077,0
ASF-0157,2025-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,41,0.7777777777777778,0
ASF-0157,2025-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,42,0.75,0
ASF-0157,2025-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,43,0.7241379310344828,0
ASF-0157,2025-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,44,0.7,0
ASF-0157,2025-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,45,0.6774193548387096,0
ASF-0157,2025-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,46,0.65625,0
ASF-0157,2025-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,47,0.6363636363636364,0
ASF-0157,2025-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,48,0.6176470588235294,0
ASF-0157,2025-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,49,0.6,0
ASF-0157,2025-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,50,0.5833333333333334,0
ASF-0157,2025-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,51,0.5675675675675675,0
ASF-0157,2025-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,52,0.5526315789473685,0
ASF-0157,2025-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0.5384615384615384,0
ASF-0157,2026-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.525,0
ASF-0157,2026-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.5121951219512195,0
ASF-0157,2026-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.5,0
ASF-0157,2026-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0.4883720930232558,0
ASF-0157,2026-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0.4772727272727273,0
ASF-0157,2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0.4666666666666667,0
ASF-0157,2026-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0.45652173913043476,0
ASF-0157,2026-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0.44680851063829785,0
ASF-0157,2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0.4375,0
ASF-0157,2026-03-10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0.42857142857142855,1
ASF-0157,2026-03-17,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,3,12,0.46,1
ASF-0157,2026-03-24,1.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,3,13,0.45098039215686275,1
ASF-0157,2026-03-31,2.0,1.0,0.0,2.0,0.0,0.5,0.75,0.9574271077563381,3,14,0.46153846153846156,1
ASF-0157,2026-04-07,1.0,2.0,1.0,0.0,2.0,1.5,1.25,0.9574271077563381,4,15,0.49056603773584906,1
ASF-0157,2026-04-14,2.0,1.0,2.0,1.0,0.0,1.5,1.0,0.816496580927726,4,16,0.5,0
ASF-0157,2026-04-21,2.0,2.0,1.0,2.0,1.0,1.5,1.5,0.5773502691896257,4,17,0.5272727272727272,0
ASF-0157,2026-04-28,0.0,2.0,2.0,1.0,2.0,2.0,1.75,0.5,4,18,0.5535714285714286,0
ASF-0192,2025-04-29,0.0,2.5,0.0,0.0,0.0,1.5,0.75,1.5,4,18,0.75,0
ASF-0192,2025-05-06,2.5,0.0,2.5,0.0,0.0,1.5,0.75,1.5,5,19,0.6,0
ASF-0192,2025-05-13,1.0,2.5,0.0,2.5,0.0,3.5,2.5,3.3166247903554,5,20,1.6666666666666667,0
ASF-0192,2025-05-20,2.5,1.0,2.5,0.0,2.5,4.0,2.75,3.095695936834452,5,21,1.5714285714285714,0
ASF-0192,2025-05-27,2.0,2.5,1.0,2.5,0.0,2.5,3.0,3.1622776601683795,5,22,1.875,0
ASF-0192,2025-06-03,0.0,2.0,2.5,1.0,2.5,3.0,3.5,2.6457513110645907,6,23,1.8888888888888888,0
ASF-0192,2025-06-10,0.0,0.0,2.0,2.5,1.0,1.0,1.75,1.7078251276599328,6,24,1.7,0
ASF-0192,2025-06-17,0.0,0.0,0.0,2.0,2.5,0.0,1.5,1.914854215512676,6,25,1.5454545454545454,0
ASF-0192,2025-06-24,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.9999999999999992,6,26,1.4166666666666667,0
ASF-0192,2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,27,1.3076923076923077,0
ASF-0192,2025-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28,1.2142857142857142,0
ASF-0192,2025-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,29,1.1333333333333333,0
ASF-0192,2025-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30,1.0625,0
ASF-0192,2025-07-29,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,31,1.0,0
ASF-0192,2025-08-05,1.0,2.5,0.0,0.0,0.0,3.0,1.5,3.0,8,32,1.2777777777777777,0
ASF-0192,2025-08-12,2.5,1.0,2.5,0.0,0.0,3.5,1.75,2.8722813232690143,8,33,1.263157894736842,0
ASF-0192,2025-08-19,0.0,2.5,1.0,2.5,0.0,2.5,2.75,2.7537852736430506,8,34,1.4,0
ASF-0192,2025-08-26,0.0,0.0,2.5,1.0,2.5,2.0,2.75,2.7537852736430506,8,35,1.3333333333333333,0
ASF-0192,2025-09-02,0.0,0.0,0.0,2.5,1.0,0.0,1.25,1.892969448600091,9,36,1.2727272727272727,0
ASF-0192,2025-09-09,2.5,0.0,0.0,0.0,2.5,0.0,1.0,1.9999999999999998,9,37,1.2173913043478262,0
ASF-0192,2025-09-16,0.0,2.5,0.0,0.0,0.0,2.5,1.25,2.5,9,38,1.375,0
ASF-0192,2025-09-23,0.0,0.0,2.5,0.0,0.0,2.5,1.25,2.5,9,39,1.32,0
ASF-0192,2025-09-30,0.0,0.0,0.0,2.5,0.0,0.0,1.25,2.5,9,40,1.2692307692307692,0
ASF-0192,2025-10-07,0.0,0.0,0.0,0.0,2.5,0.0,1.25,2.5,10,41,1.2222222222222223,0
ASF-0192,2025-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,42,1.1785714285714286,0
ASF-0192,2025-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,43,1.1379310344827587,0
ASF-0192,2025-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,44,1.1,0
ASF-0192,2025-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,45,1.064516129032258,0
ASF-0192,2025-11-11,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,46,1.03125,0
ASF-0192,2025-11-18,0.0,2.5,0.0,0.0,0.0,3.0,1.5,3.0,11,47,1.1818181818181819,0
ASF-0192,2025-11-25,2.0,0.0,2.5,0.0,0.0,3.0,1.5,3.0,11,48,1.1470588235294117,0
ASF-0192,2025-12-02,0.0,2.0,0.0,2.5,0.0,1.0,2.0,2.8284271247461903,12,49,1.1714285714285715,0
ASF-0192,2025-12-09,0.0,0.0,2.0,0.0,2.5,1.0,2.0,2.8284271247461903,12,50,1.1388888888888888,0
ASF-0192,2025-12-16,0.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0000000000000002,12,51,1.1081081081081081,0
ASF-0192,2025-12-23,2.0,0.0,0.0,0.0,2.0,0.0,0.5,1.0000000000000002,12,52,1.0789473684210527,0
ASF-0192,2025-12-30,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,12,1,1.1025641025641026,0
ASF-0192,2026-01-06,1.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,1,2,1.075,0
ASF-0192,2026-01-13,0.0,1.0,0.0,2.0,0.0,0.5,0.75,0.9574271077563381,1,3,1.0731707317073171,0
ASF-0192,2026-01-20,0.0,0.0,1.0,0.0,2.0,0.5,0.75,0.9574271077563381,1,4,1.0476190476190477,0
ASF-0192,2026-01-27,2.0,0.0,0.0,1.0,0.0,0.0,0.25,0.49999999999999994,1,5,1.0232558139534884,0
ASF-0192,2026-02-03,0.0,2.0,0.0,0.0,1.0,1.0,0.75,0.9574271077563381,2,6,1.0454545454545454,0
ASF-0192,2026-02-10,2.5,0.0,2.0,0.0,0.0,1.0,0.5,1.0,2,7,1.0222222222222221,0
ASF-0192,2026-02-17,1.0,2.5,0.0,2.0,0.0,2.0,1.5,1.9148542155126762,2,8,1.0869565217391304,0
ASF-0192,2026-02-24,0.0,1.0,2.5,0.0,2.0,2.5,1.75,1.707825127659933,2,9,1.0851063829787233,0
ASF-0192,2026-03-03,0.0,0.0,1.0,2.5,0.0,0.5,1.25,1.8929694486000912,3,10,1.0625,0
ASF-0192,2026-03-10,0.0,0.0,0.0,1.0,2.5,0.0,1.25,1.8929694486000912,3,11,1.0408163265306123,1
ASF-0192,2026-03-17,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.5000000000000003,3,12,1.02,1
ASF-0192,2026-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1.0,1
ASF-0192,2026-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.9807692307692307,1
ASF-0192,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,0.9622641509433962,1
ASF-0192,2026-04-14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16,0.9444444444444444,0
ASF-0192,2026-04-21,0.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,4,17,0.9636363636363636,0
ASF-0192,2026-04-28,0.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,4,18,0.9464285714285714,0
ASF-0197,2025-04-29,2.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5773502691896257,4,18,0.5,0
ASF-0197,2025-05-06,1.0,2.0,0.0,0.0,1.0,1.0,0.75,0.9574271077563381,5,19,0.8,0
ASF-0197,2025-05-13,1.0,1.0,2.0,0.0,0.0,1.5,0.75,0.9574271077563381,5,20,0.8333333333333334,0
ASF-0197,2025-05-20,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.816496580927726,5,21,0.8571428571428571,0
ASF-0197,2025-05-27,3.0,1.0,1.0,1.0,2.0,1.0,1.25,0.5,5,22,0.875,0
ASF-0197,2025-06-03,1.0,3.0,1.0,1.0,1.0,2.0,1.5,1.0,6,23,1.1111111111111112,0
ASF-0197,2025-06-10,1.0,1.0,3.0,1.0,1.0,2.0,1.5,1.0,6,24,1.1,0
ASF-0197,2025-06-17,3.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,6,25,1.0909090909090908,0
ASF-0197,2025-06-24,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.1547005383792515,6,26,1.25,0
ASF-0197,2025-07-01,1.0,1.0,3.0,1.0,1.0,2.0,1.5,1.0,7,27,1.2307692307692308,0
ASF-0197,2025-07-08,0.0,1.0,1.0,3.0,1.0,1.0,1.5,1.0,7,28,1.2142857142857142,0
ASF-0197,2025-07-15,1.0,0.0,1.0,1.0,3.0,0.5,1.25,1.2583057392117916,7,29,1.1333333333333333,0
ASF-0197,2025-07-22,2.0,1.0,0.0,1.0,1.0,0.5,0.75,0.4999999999999998,7,30,1.125,0
ASF-0197,2025-07-29,0.0,2.0,1.0,0.0,1.0,1.5,1.0,0.8164965809277259,7,31,1.1764705882352942,0
ASF-0197,2025-08-05,0.0,0.0,2.0,1.0,0.0,1.0,0.75,0.957427107756338,8,32,1.1111111111111112,0
ASF-0197,2025-08-12,0.0,0.0,0.0,2.0,1.0,0.0,0.75,0.957427107756338,8,33,1.0526315789473684,0
ASF-0197,2025-08-19,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.9999999999999999,8,34,1.0,0
ASF-0197,2025-08-26,0.0,1.0,0.0,0.0,0.0,0.5,0.25,0.5,8,35,1.0,0
ASF-0197,2025-09-02,2.0,0.0,1.0,0.0,0.0,0.5,0.25,0.5,9,36,0.9545454545454546,0
ASF-0197,2025-09-09,0.0,2.0,0.0,1.0,0.0,1.0,0.75,0.9574271077563381,9,37,1.0,0
ASF-0197,2025-09-16,1.0,0.0,2.0,0.0,1.0,1.0,0.75,0.9574271077563381,9,38,0.9583333333333334,0
ASF-0197,2025-09-23,1.0,1.0,0.0,2.0,0.0,0.5,0.75,0.9574271077563381,9,39,0.96,0
ASF-0197,2025-09-30,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.816496580927726,9,40,0.9615384615384616,0
ASF-0197,2025-10-07,0.0,2.0,1.0,1.0,0.0,1.5,1.0,0.816496580927726,10,41,1.0,0
ASF-0197,2025-10-14,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.816496580927726,10,42,0.9642857142857143,0
ASF-0197,2025-10-21,0.0,2.0,0.0,2.0,1.0,1.0,1.25,0.9574271077563381,10,43,1.0,0
ASF-0197,2025-10-28,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.1547005383792515,10,44,0.9666666666666667,0
ASF-0197,2025-11-04,1.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,11,45,0.9354838709677419,0
ASF-0197,2025-11-11,0.0,1.0,0.0,0.0,2.0,0.5,0.75,0.9574271077563382,11,46,0.9375,0
ASF-0197,2025-11-18,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.5000000000000001,11,47,0.9090909090909091,0
ASF-0197,2025-11-25,3.0,0.0,0.0,1.0,0.0,0.0,0.25,0.5000000000000001,11,48,0.8823529411764706,0
ASF-0197,2025-12-02,0.0,3.0,0.0,0.0,1.0,1.5,1.0,1.4142135623730951,12,49,0.9428571428571428,0
ASF-0197,2025-12-09,2.0,0.0,3.0,0.0,0.0,1.5,0.75,1.5,12,50,0.9166666666666666,0
ASF-0197,2025-12-16,2.0,2.0,0.0,3.0,0.0,1.0,1.25,1.5,12,51,0.9459459459459459,0
ASF-0197,2025-12-23,1.0,2.0,2.0,0.0,3.0,2.0,1.75,1.2583057392117916,12,52,0.9736842105263158,0
ASF-0197,2025-12-30,0.0,1.0,2.0,2.0,0.0,1.5,1.25,0.957427107756338,12,1,0.9743589743589743,0
ASF-0197,2026-01-06,0.0,0.0,1.0,2.0,2.0,0.5,1.25,0.957427107756338,1,2,0.95,0
ASF-0197,2026-01-13,1.0,0.0,0.0,1.0,2.0,0.0,0.75,0.957427107756338,1,3,0.926829268292683,0
ASF-0197,2026-01-20,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5773502691896255,1,4,0.9285714285714286,0
ASF-0197,2026-01-27,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.49999999999999967,1,5,0.9069767441860465,0
ASF-0197,2026-02-03,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.49999999999999967,2,6,0.8863636363636364,0
ASF-0197,2026-02-10,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.49999999999999967,2,7,0.8666666666666667,0
ASF-0197,2026-02-17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0.8478260869565217,0
ASF-0197,2026-02-24,2.0,2.0,0.0,0.0,0.0,1.0,0.5,1.0,2,9,0.8723404255319149,0
ASF-0197,2026-03-03,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.1547005383792515,3,10,0.8958333333333334,0
ASF-0197,2026-03-10,3.0,3.0,2.0,2.0,0.0,2.5,1.75,1.2583057392117916,3,11,0.9387755102040817,1
ASF-0197,2026-03-17,0.0,3.0,3.0,2.0,2.0,3.0,2.0,0.5773502691896255,3,12,0.98,1
ASF-0197,2026-03-24,1.0,0.0,3.0,3.0,2.0,1.5,2.0,1.414213562373095,3,13,0.9607843137254902,1
ASF-0197,2026-03-31,2.0,1.0,0.0,3.0,3.0,0.5,1.75,1.4999999999999998,3,14,0.9615384615384616,1
ASF-0197,2026-04-07,1.0,2.0,1.0,0.0,3.0,1.5,1.5,1.2909944487358054,4,15,0.9811320754716981,1
ASF-0197,2026-04-14,1.0,1.0,2.0,1.0,0.0,1.5,1.0,0.8164965809277259,4,16,0.9814814814814815,0
ASF-0197,2026-04-21,0.0,1.0,1.0,2.0,1.0,1.0,1.25,0.49999999999999967,4,17,0.9818181818181818,0
ASF-0197,2026-04-28,1.0,0.0,1.0,1.0,2.0,0.5,1.0,0.8164965809277259,4,18,0.9642857142857143,0
ASF-0198,2025-04-29,6.0,11.0,6.0,13.0,2.0,8.5,8.0,4.96655480858378,4,18,8.0,0
ASF-0198,2025-05-06,4.0,6.0,11.0,6.0,13.0,8.5,9.0,3.559026084010437,5,19,7.6,0
ASF-0198,2025-05-13,0.0,4.0,6.0,11.0,6.0,5.0,6.75,2.9860788111948193,5,20,7.0,0
ASF-0198,2025-05-20,0.0,0.0,4.0,6.0,11.0,2.0,5.25,4.573474244670748,5,21,6.0,0
ASF-0198,2025-05-27,8.0,0.0,0.0,4.0,6.0,0.0,2.5,2.9999999999999996,5,22,5.25,0
ASF-0198,2025-06-03,11.0,8.0,0.0,0.0,4.0,4.0,3.0,3.8297084310253524,6,23,5.555555555555555,0
ASF-0198,2025-06-10,12.0,11.0,8.0,0.0,0.0,9.5,4.75,5.619905100029122,6,24,6.1,0
ASF-0198,2025-06-17,17.0,12.0,11.0,8.0,0.0,11.5,7.75,5.439056290693573,6,25,6.636363636363637,0
ASF-0198,2025-06-24,9.0,17.0,12.0,11.0,8.0,14.5,12.0,3.741657386773941,6,26,7.5,0
ASF-0198,2025-07-01,8.0,9.0,17.0,12.0,11.0,13.0,12.125,3.4034296427770223,7,27,7.615384615384615,0
ASF-0198,2025-07-08,14.0,8.0,9.0,17.0,12.0,8.5,11.5,4.04145188432738,7,28,7.642857142857143,0
ASF-0198,2025-07-15,11.0,14.0,8.0,9.0,17.0,11.0,12.0,4.242640687119285,7,29,8.066666666666666,0
ASF-0198,2025-07-22,4.0,11.0,14.0,8.0,9.0,12.5,10.5,2.64575131106459,7,30,8.25,0
ASF-0198,2025-07-29,0.0,4.0,11.0,14.0,8.0,7.5,9.25,4.272001872658765,7,31,8.0,0
ASF-0198,2025-08-05,0.0,0.0,4.0,11.0,14.0,2.0,7.25,6.396613687465162,8,32,7.555555555555555,0
ASF-0198,2025-08-12,0.0,0.0,0.0,4.0,11.0,0.0,3.75,5.188127472091126,8,33,7.157894736842105,0
ASF-0198,2025-08-19,15.0,0.0,0.0,0.0,4.0,0.0,1.0,1.999999999999998,8,34,6.8,0
ASF-0198,2025-08-26,7.0,15.0,0.0,0.0,0.0,7.5,3.75,7.5,8,35,7.190476190476191,0
ASF-0198,2025-09-02,3.0,7.0,15.0,0.0,0.0,11.0,5.5,7.14142842854285,9,36,7.181818181818182,0
ASF-0198,2025-09-09,0.0,3.0,7.0,15.0,0.0,5.0,6.25,6.5,9,37,7.0,0
ASF-0198,2025-09-16,15.0,0.0,3.0,7.0,15.0,1.5,6.25,6.5,9,38,6.708333333333333,0
ASF-0198,2025-09-23,17.0,15.0,0.0,3.0,7.0,7.5,6.25,6.5,9,39,7.04,0
ASF-0198,2025-09-30,4.0,17.0,15.0,0.0,3.0,16.0,8.75,8.5,9,40,7.423076923076923,0
ASF-0198,2025-10-07,1.0,4.0,17.0,15.0,0.0,10.5,9.0,8.286535263104035,10,41,7.296296296296297,0
ASF-0198,2025-10-14,18.0,1.0,4.0,17.0,15.0,2.5,9.25,7.932002689527196,10,42,7.071428571428571,0
ASF-0198,2025-10-21,6.0,19.0,1.0,4.0,17.0,10.0,10.25,9.069178573608527,10,43,7.482758620689655,0
ASF-0198,2025-10-28,5.0,6.0,19.0,1.0,4.0,12.5,7.5,7.937253933193772,10,44,7.433333333333334,0
ASF-0198,2025-11-04,11.0,5.0,6.0,19.0,1.0,5.5,7.75,7.804912982645397,11,45,7.354838709677419,0
ASF-0198,2025-11-11,6.0,11.0,5.0,6.0,19.0,8.0,10.25,6.3966136874651625,11,46,7.46875,0
ASF-0198,2025-11-18,7.0,6.0,11.0,5.0,6.0,8.5,7.0,2.7080128015453204,11,47,7.424242424242424,0
ASF-0198,2025-11-25,3.0,7.0,6.0,11.0,5.0,6.5,7.25,2.6299556396765835,11,48,7.411764705882353,0
ASF-0198,2025-12-02,4.0,3.0,7.0,6.0,11.0,5.0,6.75,3.3040379335998353,12,49,7.285714285714286,0
ASF-0198,2025-12-09,8.0,4.0,3.0,7.0,6.0,3.5,5.0,1.825741858350554,12,50,7.194444444444445,0
ASF-0198,2025-12-16,12.0,8.0,4.0,3.0,7.0,6.0,5.5,2.380476142847617,12,51,7.216216216216216,0
ASF-0198,2025-12-23,7.0,12.0,8.0,4.0,3.0,10.0,6.75,4.112987559751022,12,52,7.342105263157895,0
ASF-0198,2025-12-30,5.0,7.0,12.0,8.0,4.0,9.5,7.75,3.304037933599835,12,1,7.333333333333333,0
ASF-0198,2026-01-06,8.0,5.0,7.0,12.0,8.0,6.0,8.0,2.943920288775949,1,2,7.275,0
ASF-0198,2026-01-13,4.0,8.0,5.0,7.0,12.0,6.5,8.0,2.943920288775949,1,3,7.2926829268292686,0
ASF-0198,2026-01-20,7.0,4.0,8.0,5.0,7.0,6.0,6.0,1.8257418583505538,1,4,7.214285714285714,0
